clean_message,sentiment
error ka kia mtlb ha,Neutral
ye error ka matlab hai ki aap flag object par ccontigu attribut ko access kar rahe hain lekin flag object ke paa actual mein ccontigu attribut nahi hai iska matlab hai ki aap galat attribut ka naam istem kar rahe hain,Neutral
plz screen shot dal dikhain,Neutral
best model select k liy jo sir ny jo model list bana kar loop lagai wesi hi kia ba meni label encod phli alg se lagya ha phir piplin men label encod ni use kia,Positive
kagglecommun discuss,Neutral
abhi mji samjh nahi ap kindli ha notebook send karna waran raat ko error resolv kart,Positive
,Neutral
ye ap chang kar lein baki masala koi nahi ha,Neutral
acha ye msg everyon ko ha khass kar wo log jo novoic ha,Neutral
ap log aj ka time rakh ly ya final karlein,Neutral
person mai khud abdullah avail hu gy,Positive
mji jo pata ha unko mao tag karta hu bi plz bata dein,Neutral
,Neutral
baki ur bhi ha par mji name nahi pata let know,Neutral
ok,Positive
time bana kar bata dein ta ky sabko contribut mein ky jay,Neutral
,Neutral
ibrahim ramzan ky bad rkh ly fr sara jay gy,Negative
dekhli jaisa behtr hu,Neutral
yrr ramzan thori time manag krna bht taugh hta h ly eid ky bd kr lti h,Neutral
acha hai,Neutral
g ok,Positive
plz dm check karen,Neutral
beginn guid titan jo jo abhi tk nvoic hain woh titan pa work upload krien aur kam se kam contributor ban jayen es notebook complet guid hy,Neutral
hi everyon especi part month journey thank lot part journey grate commun help whenev face error difficulti thank nice member,Positive
success complet month cours today even though lectur remain todo list,Positive
algorithm hand written note,Neutral
muji show ho ry han kabhi kibhar plot load honi thora time lag jata ha ager internet issu ho,Neutral
ok phir thk ha,Positive
agr model ki accuraci ay ka kia mtlb ha,Neutral
model overfit excel,Positive
ni ye bat samjh ni ai excel q bola,Positive
ye bat pr bhi depend karta ha k test data pr iski perform kesi ha messag edit,Neutral
kindli upvot,Positive
kr dia hai,Neutral
boht boht thank,Positive
kindli baki bi kar dein,Positive
kr dia hy,Neutral
wesi bi sunday hai aj hope everyon sleep,Neutral
yar group member hain bhi nai hua,Neutral
wait krain abhi upvot ki barish hogi jab sab hosh main gy,Positive
allah kare ho gai,Neutral
suggest need,Neutral
data point close pack though,Neutral
saw post,Neutral
,Neutral
lekin sawal thora mushkil hy time chay hoga jawab ky liy,Neutral
rang,Neutral
rang figsiz,Neutral
actual think data point ko rang mein lay,Neutral
main tarah st time dekha ha buhat zayda idea nhi ha iskaa,Neutral
thank,Positive
log ky sath bi check kia still show brother,Neutral
total bandon ne upvot kia ji ne se kaggl se engag huway hain group walay soy huway han,Neutral
g sunday hai na wesi bi kuch log aitkaaf ki tiyario hn gy,Neutral
sorri thought respons could improv,Negative
mujhi ni pata tha ky delet vision rahi gi,Neutral
visibl,Neutral
baki plu member like,Neutral
ibrahim bhai apni kia bana phir apki plan ka,Neutral
kahi moy moy ni ho gya,Neutral
abi kuch nahi,Neutral
ye,Neutral
asalam alikum,Neutral
,Neutral
yeh kiya hai sir,Neutral
python book ha,Neutral
ok sir thank,Positive
ye play list dakh ye sab se axhi rahe gi sab code ki notebook bhi ha googl colab ki,Neutral
ok sir thank mein dekhta hun yeh,Positive
messag delet,Neutral
,Neutral
,Neutral
kfc k khilaf hu wo israel ka brand ha ye countri bhi tu israel k sath ha yahan job kar lo gy,Neutral
kuch zeyada deepli soch leya ap ne,Neutral
han tu jab israel k khilaf hu tu trhan se hu wo muslim qoom ka kia hall kar rahi haym job passi chahi,Neutral
meni apna point batya,Neutral
acha point hai,Neutral
boycot krna hy mukam krien sab product israel ke hi hayen pakistan ne siway zehnai ghulman banay ke aur kuch banaya hi nahi khair huge beha bycot krna mukam krien,Positive
yehi tu qoom ka msla ha ham pori koshish karti koch esa na ay ghar jo israel ka brand ha hamari coloni k shup py hi esa koch ata hi ni khali parhi huti ba pakistan countri k brand huti cheez k,Negative
basic ham sab ek zehni ghulam,Neutral
,Neutral
khair allah tamam muslim qoom ko dijal k fitni se mahfooz farmay,Neutral
mojhi tu jab se ye pata chala k dijjal citi men jay ga sisay k tab se mera dill bhut darta hamari citi men bhi ay ga ortyn ziada hun gi men bhi ak orat,Neutral
vote pti ka tha na yeh qoum kdr thi jab ganja seat pa victori speech dee rha tha,Neutral
plz leav discuss,Neutral
dont wast time,Negative
ok bhai zikar karyn tu beed aji gi jayn ye lambi bha ha men alreadi rat k time topic py bha kar chuki samjhana bhut mushkil logun ko per samjhni wala insan hu tu samjhani men maza ata,Neutral
ok sir,Positive
beat scholar fact cannot beat arrog jahil fact messag edit,Neutral
lol dont talk polit focu leav thing,Positive
inhien baton ki wajah se log seaton pa hi victori speech de jatay hain,Neutral
lol noth,Positive
atleast speak ke zameer murda hy,Neutral
man think use talk much matter talk matter,Positive
bhai ab agr group mamber se ak sath bat karni tu kia ak group bana dyn wesi sab insan hi han koi hamara ai robot ni ha k ba kaggl k bari men hi bat hu banda kabhi koi achi bat share kar sagta itni pabandi ni huni chahi ab kia pakistan men ham hakumat k bari meen ni bul sagti esi hi group men ham islam ki batyn pakistan ki batyn ni karyn ok kaggl ki problem pochni han,Neutral
yaro beha chor plz samjhain q beh kar rahain hai messag edit,Neutral
lol happi talk everyth give opinion,Positive
,Neutral
itna line na mara karo,Neutral
yar ya mazaq uda raha hai ka tareef kar raha gai,Neutral
uska compliment nahi samjha,Neutral
,Neutral
kia matlab,Neutral
mai dm karta hu bro,Neutral
tareef ha ye ye keh ra ha k write neat ha paper pr likhni sy achi sy cheezi yad rehti han simpl,Neutral
aesa nhi hai baatein karo ki ne mana kiya ji topic prr ker rhay ho wo choro kiya kerna hai iss discuss se kon sa koi faida hona hai ya ap sb k zikr kern se sb theek ho jana hai nhi hona na tu fazool mei sochnay ka kiya faida,Neutral
bilkul theek kaha sister,Neutral
ok,Positive
yeh aik straight line lag rahi hai without curv think rd point elbow,Neutral
use silhouett score kmean cluster,Negative
ok,Positive
free cours relat data scienc ai,Positive
messag delet,Neutral
notebook link k group mei bhejna enough tha,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
,Neutral
thora thora,Neutral
anyon okara,Neutral
,Neutral
sahiw se,Neutral
,Neutral
ok,Positive
im also,Neutral
ye,Neutral
gg,Neutral
sahiw men academi men teacher ki zarort thi liy pocha meni ap bandun ka dy dia ab khud bat kar lyn gy wo academi wali,Neutral
ni chahi hoi tu inkar kar dyna,Neutral
data scienc ki teacher chahi thi unho ny data scienc ka cours karana ha,Neutral
mera waha se del kr den mai free nhi hon,Positive
thanx kind,Neutral
ni ap ko ni karti msg wo sahiw walon ko karyn gy,Neutral
ghajab bejti,Neutral
okara q poocha phir,Neutral
feel na krna,Neutral
asal men unhi ny meri se pocha sai wala kon tu meni ibrahim bhai na nam lia,Neutral
bad mai feel kron ga abhi kam mai busi hon,Negative
wo ji meri czn ny parhna tha tutuion wahan hi rahata liy tu bad men un ki apni acadmi tu wo kah rhi k ham cours k liy bat kar lyta teacher bhi mil jay ga men bhi parh lon ga,Negative
unhi help chahiy wo free mai kr diya kron ga teach filhal nhi kr skta,Positive
wo abhi ay hi ni feild men,Neutral
bat jar lyn gy wo dy diy sab k meni,Neutral
,Neutral
wesi bhi ap okara sy hain,Neutral
sorri meni pochi bager dia q k mojhi tha k wo feild ki ditail lyn gy ap logun se tu ap achi se guid kar sagti,Negative
yrr turab ku taught mar rha h,Neutral
asal main taunt ap log kr rahi hain main ba thora sa hisa milaya hy,Positive
need suggest import photo kaggl linkedin github seen mani peopl dont put pictur person dont like idea dont feel comfort tri end day realli didnt feel comfort anoth point view main purpos freelanc fiverr upwork necessari use logo want know point view,Positive
think pictur better harmpeopel rememb differ sourcesit creat recal mind,Positive
,Neutral
feel comfort dont allow islam well,Positive
bilkul percent bhi zaroorat nahi hoti profil pic lagani ki larkio ko allah father one want show job hone skill make strong portfolio,Positive
masahallah allah ap ko khush rakha,Neutral
import video programm,Positive
islam mein ye nahi hy k aurton ky koi haqoq nahi hy everyth limit bound allah sister want upload profil pictur niqab suggest seen mani sister linkedin dp niqab look profession end eman think right,Positive
messag delet,Neutral
okay mufti sahab,Positive
jazakallah sir g,Neutral
data scientist like,Neutral
necessari women upload pictur use logo make logo use social media platform also make good impress mani firm dont use owner pictur use use logo ident suggest use logo,Positive
thank everyon,Positive
dont use photo necessari,Neutral
rizwan bhai,Neutral
g alhamdulliah,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
chatgpt ka issu ni ha read document unho ny mention kiya tha k ager app llm ki help leti han mention kr dy,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
tri that,Neutral
may caus problem provid solut dont think right way rectifi problem,Positive
ok sorri apnay alfaz wapi ly liy jo krna krien,Neutral
messag delet,Neutral
messag delet,Neutral
may caus problem saman also,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
opinion,Neutral
mean pretend someon els comment work,Negative
least support comment hum koshish hi kr sakti han,Neutral
alhamdulillah,Neutral
account back,Neutral
thank,Positive
great,Positive
congratul,Neutral
thanx saman support,Neutral
mai hope chor di thi messag edit,Neutral
congratul,Neutral
alhamdulliah,Neutral
saman insist,Neutral
conclud app commun karain leav result allah mistak insano se hi hoti hain,Neutral
ap log dekho bar open karki,Neutral
big applaus,Neutral
,Neutral
ye,Neutral
that great news,Positive
congrat,Neutral
ap log dekho show hu raha,Neutral
ye ye recov,Neutral
ye ho ra ha follow,Neutral
ye,Neutral
apk mere,Negative
ye ayi ha mail,Neutral
inde great learn mistak,Positive
g,Neutral
baki everyon thank much,Positive
everyth possibl learn,Neutral
congrat ibrahim allah pak aur kamiyab kri apko saman ibrahim sori conserv share pov,Neutral
nahi yara sorri kahu,Negative
har kisi ka apna point view huta ha bro,Neutral
perfectli fine everybodi right share opinion dont need apolog,Positive
jazak allah,Neutral
inshallah ap sab logo ki notebooka ko time nikal kar dekho ga jisko reh jay plz,Neutral
special,Positive
chalain phir ibrahim multilay perceptron predict analysi r r main kais neural network build krti complet project second part share soon,Neutral
masshallah,Neutral
congratul,Neutral
congratul,Neutral
boht boht mubarak ho allah ap ko boht kamyabiyan atta farmaya,Neutral
ameen,Neutral
main na kaha tha ho gai ga dekho ho gia hai,Positive
congratul,Neutral
congratul,Neutral
thank,Positive
inshallah motiv hi motiv,Neutral
btw normal think mujhi week ho gye meni koi lectur nahi lia down atay hain never give simpl,Neutral
ok,Neutral
ye ramzan hy tbhi sab hain kuch din relax raho sab eid ke baad continu kr lena,Negative
asal men men se phli sall meni zaya kiy onlin sari kamon men tang arhai thi phir demotiv hu kar churh diy ab ye ni churhna chahti liy mojhi motiv ki bhut zarort,Neutral
baat udhr hi ki udhar hi up down zindagi ka hisa hain kabhi ap bhi de detay ho kisi field kabhi ap se bhi nahi diya jata tu sbr krien aur sbr hi krien ku ke sbr bethreen cheez hy cheezien asan ho jay gyii,Neutral
baat kahu,Neutral
ok sha allah,Neutral
ok hu gia,Neutral
koi issu ni ramzan waisi ky sari routin distrub ho jati muji bi week ho gya laptop pkrta hu need jati h,Neutral
agr apko motiv rehna hai toh apn se zyada doosro ka sochna paray ga apni famili ka ird gird,Neutral
sister allah kabhi mehnat ko zaya nai karta,Neutral
ap ek bar apni jan mar ka dikhain result allah par chor,Neutral
nd ayat par dekhain jo likha ha us sa pehla st ayat ko pala sa bandhna ho ga,Neutral
ye acha point ha,Neutral
messag delet,Neutral
,Neutral
ok hu gia motiv sha allah har ni manon gi,Positive
yahi chahy tha bass mera kam bhi ho gia,Negative
congratul,Neutral
congrat,Neutral
congrat,Neutral
congratul,Neutral
congratul,Neutral
congratul mubarak ho bhai,Neutral
conngratul,Neutral
congratul,Neutral
mubarak ho larkay allah pak aur kamiyab krien,Neutral
congratul,Neutral
ameen,Neutral
congratul,Neutral
congratul,Neutral
boss upvot nahi mangtay esi,Neutral
phr ki tarah,Neutral
kindli bata din,Positive
use altern word like pleas support like work,Neutral
u visit profil checkout recent work thank,Neutral
direct upvot nahi mangtay,Neutral
dont straight forward kaggl,Positive
han ye theek hai,Neutral
ab tarah hi karron ga,Neutral
ap agar kaggl per keht ho k meri profil per visit karay ya upvot dein tu iss ko kaggl self promot kehta hai aesa kern se ap ka account ban ho sakta hai iss liy ainda aesay nhi kerna,Neutral
bhai pheli baat yeh ke bht kam hi yeh wala bhi comment krna ku ke bs dusron ko feedback khud ka kam dekhnay ka nah kaho woh khudi notic kr ky kr deyn gye,Neutral
one thing tri read document rule kaggl user get warn good sign,Neutral
hmm right,Positive
ok sister main read karon ga,Positive
congratul dear,Neutral
thank,Positive
congratul,Neutral
thank,Positive
masahallah sister allah ap ko kamyabi atta farmaya,Neutral
ameen,Neutral
congratul,Neutral
congratul,Neutral
congratul,Neutral
commun guidelin kaggl,Neutral
everyon,Neutral
,Neutral
jab ap dosro ka code copi kr k apna portfolio bna len data scienc ki job start kr den,Neutral
careful,Neutral
ap abhi hen that,Neutral
main esa kia kha ha open ho na,Neutral
congratul,Neutral
ap bari ho jay phir dekhna,Neutral
ni yar main download kr deta hoon bhai ko,Positive
download ker k issi group mei share ker deina,Neutral
okay,Positive
chalein ab dekh leitay hain kiya hai iss mei aesa jo per restrivt hai,Neutral
,Neutral
ap acha insaan hai,Neutral
shukriya,Neutral
ap apnay account per date birth galat likh diya karay jin se ap ya ho jae bss,Neutral
mein sirf hoon,Neutral
gg tu iss age se kafi account nhi use ker saktay tu filhal deinay mei kiya jata hai,Neutral
yahan kuch logon gy age itni hai ka main un ka bachon ki age ka hoon,Positive
messag delet,Neutral
nai bhi bilal bhai ki age mera papa jitni hai,Neutral
ap ke papa ki age kitni,Neutral
,Neutral
,Neutral
aor mere bacchay ap se baray hain,Negative
null,Neutral
baron ki kadr karain k baron ka hath ap k sar py hy,Neutral
null,Neutral
sha allah rizwan bhai apki age kitni,Neutral
messag delet,Neutral
late,Negative
mahahallah rizwan bhi,Neutral
bhai itni bhi baat nahi ab,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
beha ab merhbani krien,Neutral
hova kiya group mai lgta lrai hoi msg delet hovi pri hen,Neutral
let,Positive
congrat,Neutral
industri learn never stop matter age dont equip latest tech fall behind,Neutral
ye right bilal bhai allah hum sab ko kamyabi atta farmaya,Positive
chalo ji ne kuch naya seekhan na hay come notebook,Neutral
congratul,Neutral
thank,Positive
plot bht hi kamal bana hain rizwan bhi,Neutral
help,Neutral
mein bhi apna account banana chahta hun kaggl per mein abhi new hun python sikh raha hun uskay bad data scienc per jayounga kiya pehlay sey per account banana thek hai ya nahi kaggl per,Negative
mostli log kaggl pr project bna kr dalti han jesi hum ny machin learn deep learn nlp ky project dali han k elawa ap beggin guid k tor pr bhi notebook add kr skti han lekin muji esa lagta ha abhi koi zarorat ni ha kaggl id pr kuch bhi karni ki phli ap achi sy seekhi practic jo bhi project kari wo kaggl pr add karti jay,Positive
ok thank u support,Positive
data scienc job role,Neutral
congratul sister,Neutral
hello everyon plz kindli send data scienc pdf book note,Positive
like type note book,Neutral
messag delet,Neutral
congratul,Neutral
guy know fiverr isra compani,Neutral
yup upwork mani option well,Positive
ye,Neutral
lekin ab kuch kar nahi sakta kam ki bhi majboori hai,Neutral
freelanc guru test gorilla mani option avail even upwork far better fiverr,Positive
allah find work ghaib wont even imagin,Neutral
apni field ky magnet ban jay bs person brand pr focus kari kam ap k pass khud chal kr aye ga,Positive
allah hum sab ka lye assani kare allah hamara leader ko hidayat da month ho gain ha ghaza war ka lekin koi bol bhi nai raha,Neutral
allah ap ko kamiyab karaya bhai,Neutral
bhai ap ny jo note book aj send ki us men graph men jo distribut ki han wo sab graph ka ak hi titl dia ha,Neutral
ye sp index hu ga think,Neutral
mtlb samjh ni ai,Neutral
spx commonli use ticker symbol repres sp index sp stock market index measur perform larg compani list stock exchang unit state wide regard one best indic overal health us stock market frequent use benchmark investor fund manag,Positive
ok,Positive
mji pata ha,Neutral
pehl pata tha bad mein mji laga spx ka poch rahi mark karki,Negative
ab ye sticker download nahi hu raha,Neutral
nahi hu raha show ye dekho,Neutral
na kro na download,Neutral
chalo ba karo spx sy kaha chali gay baki member gussa kari gy,Neutral
assalamualaikum everyon talha afzal excit join group want let know came across group discord youd like connect feel free check linkedin profil kaggl profil look forward connect engag kaggl well,Positive
ok follow member also follow jo apko follow karli unka kam zaror dekhna upvot comment also notebook,Positive
sure,Positive
congratul abdullah bhai,Neutral
messag delet,Neutral
ok,Positive
shayad aj akhri roza ho,Neutral
messag delet,Neutral
hahaha,Positive
messag delet,Neutral
inshallah,Neutral
greet everybodi im new member group ive upload notebook kaggl would help could check notebook upvot leav valuabl feedback also pleas follow better reach show love help much appreci,Positive
special morn best time ive experienc,Positive
even schoolcolleg day,Neutral
also agre,Neutral
,Neutral
event py koi ja raha ha,Neutral
st ko mera test ha islamabad men subha py men soch rahi k test k bad ye attend kar lyti ki time tu ni hu gi sir bul rahi k pora din hun gy yahan,Negative
messag delet,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
messag delet,Neutral
null,Neutral
null,Neutral
null,Neutral
messag delet,Neutral
null,Neutral
messag delet,Neutral
,Neutral
kasi aa jati hain vote atni messag edit,Neutral
meni jo abhi tak dekha meri hisab se ye ji py silver ni mila wo notebook meni phli banai thi discod py link dia tha us hisab se meri koi upvot thi lykin jo bad men banai wo meni yahan link send kiy wo meni ye note kia k bad wali note book py ak sath agr ak din men vote milti wo notebook trend py jati usi baki log bhi dekhti phir koch vote mil jati uder se bhi,Negative
ab pata ni esa huta ya ni pata ni mojhi esa lagta ha,Neutral
null,Neutral
,Neutral
eid mubarak group memeb,Neutral
khair mubarak ap ko bhi,Neutral
khair mubarak,Neutral
khair mubarak,Neutral
khair mubarak ap sab ko bhi eid mubarak,Neutral
khair mubarak,Neutral
kheir mubarak,Neutral
messag delet,Neutral
abdullah bhai ki predict sahi sabit ho gai,Neutral
show love bro abdullah send eidi easypaisa account,Positive
pehl hum gareeboo ko bejo,Neutral
easypaiaa wesi khali ha,Neutral
best eidi bro congratul,Positive
eidi bhajo master wale expert wale,Neutral
,Neutral
congratul,Neutral
han wasa bnti ha en k,Neutral
congratul,Neutral
member ho bhi bhjo na baat yess ho jay,Neutral
sirf sy hi jag rahe,Neutral
baki sab soy huwi,Neutral
na na bhi koxh himam pe ha baki mahndi pe,Neutral
mari ba rupe kam hein loc wala pistol lani say,Neutral
,Neutral
eid pe axhi se pic bana k group sand krna pher sab os pe tazkra kare ge,Neutral
g bahi h,Neutral
eid nmaz ky bad ana apki axhi sy dway kri gy,Negative
nahi bhai,Neutral
kachi ke ilaqay,Neutral
phli mujh bejo,Neutral
ni bahi pka ilaka h apna,Neutral
ny bacho ko mehndi lagai ha aj muji pta hota kr k eidi ekhti ho jani thi meri,Neutral
apko ai ni bhj di sbko,Neutral
,Neutral
nhi mujh nhi aai ab doubl bejoo mujh,Neutral
meni phli hi easypaisa ka qarza dena hy,Neutral
us bro,Neutral
os lyee easypaisa mai transfer nhi kr rha direct ki jat leti,Neutral
mni bi loan lia hwa h,Neutral
yrr wait kro,Neutral
ye yaha bhi kuch tak member ha,Neutral
yrr bhji h kr ky sbko,Neutral
think hwa rh gi,Neutral
sab,Neutral
mni yr lia tha,Neutral
wapi kab karna,Neutral
warna easypaiaa waloo ny ghar aa jana,Neutral
ni ati,Neutral
brother eidi du sab ko senior citizen,Neutral
bilal bro like,Neutral
,Neutral
eid ul fitr mubarak,Neutral
mujha eidi chahy apna bara bhai zeeshan sa mujha sharam bhi nai aa rahi mangt hua,Neutral
easi paisa number la lein waha send kar dena,Positive
rat bhj di thi sb ko,Neutral
main rat ko busi tha mujha abhi chahy,Positive
number dm send kar doon ga,Neutral
chand rat offer thi,Neutral
aj chad rat hi hai ye dhakka sa eid karai hai,Neutral
eidi kaggl,Neutral
wow big eidi congratul,Neutral
pakistan h,Neutral
ye lo phr eidi kaggl,Neutral
includeiostream,Neutral
bhai yaha bachoo ko,Neutral
bhai proper loop lgaee hi nhi,Neutral
eidi must greater otherwis take eidi greater enter,Positive
wo yehi sahi ha warna tarah karlo,Neutral
,Neutral
think german chines,Neutral
germani ni jana meni mojhi abu ny option diy k canada uk jana tu ja sagti us hisabb sebatao,Neutral
,Neutral
eglish huti tu wohi karni thi per wo ha ni,Neutral
german,Neutral
german,Neutral
english,Neutral
men english ha ni,Neutral
univers elect,Neutral
ji,Neutral
pu,Neutral
lahor,Neutral
phr sindhi easi,Positive
ya balochii,Neutral
uth gay hu,Neutral
bhai pakistani ki sinkhni koi languag,Neutral
eidi,Neutral
option us ha mein,Neutral
mojhi canada jana ha dream,Neutral
english best hi ha,Positive
apka ye option mein choos karna zarori ha,Neutral
go german main bhi last semest prahi thi easi hai kuch english ka sath match krti one sir wo pu mai bhi prahti hai name sir saqlain,Positive
g bhai hamari abhi hui hy morn europ side,Neutral
english ha ni,Neutral
mashallah,Neutral
ap baat samjh nahi rahi,Neutral
ye option kia liy ha,Neutral
foreign languag cours,Negative
agar innhii mein sy choos karni ha easi ku nahi,Positive
mai bhi yehi keh raha baki phr hum easi option ku ni adopt kart,Positive
ya tu sb ki apni marzi,Neutral
yar hum alway option mein muskil choos ku kart ha,Neutral
ye marzii sab ki apni ha bro,Neutral
acha ak fun fact batoo jo bhi languag praho fadia kuch nhi hona experienc agr apn germani ya itali jana tu wahi languag prah lo baqio ka koi fadia nhi srf cours pass krna hota ya hec ki polici hai,Positive
larho ni buaion men poch rahi,Neutral
degre bro your ri,Neutral
apko ya option hoti like apni marzi sa section select kr sekhti select german languag tu apni marzi ka teacher sa ap prah sekhti hai,Neutral
nahi lart baat karnyy ka andaz istarah ha hamara,Neutral
itna sasta,Neutral
german,Neutral
baki samandar mein puhacnhi ky bad,Negative
bahi abi ap nend ni,Neutral
khawaboo mein,Neutral
g behna bs neend bht ati hy na,Neutral
ager ap ny koi achiev post karni h accomplish kri gy,Neutral
ok hu gia,Positive
thk huu gia,Neutral
alright happi help,Positive
want know data extract ethic suggest help resourc,Neutral
aj eid hy aj sukoon kr lo,Neutral
kam kam ur ba kam,Neutral
sona sona ur ba sona,Neutral
check dedic bro appreci,Positive
ye enjoy kro life kro mind relax rkhna bhi zarori hy escap matrix bro,Positive
kr uth chuki bartan bhi dho chukki ab neend na aye kuch na kuch karna ha na,Neutral
matrix,Neutral
that,Neutral
like bartan bhi dho chukki messag edit,Neutral
iss time famili soyi huwi ha bro,Neutral
sahi baat ha health wealth,Neutral
apni apni pov hota hy idhr mostli uni ke student hain meri baatien un ko smjh ani nahi ku ke woh basic matrix ghoom rahien hain allah hafiz,Positive
apna apna,Neutral
kindli thora sa samjha dein boht sooon ka faida ho ga,Positive
bhai wo keh ra jao,Neutral
speech ki tiyyari pkr loo,Neutral
ladi gentlemen readi world best speech,Positive
abdullah bhai aao room lagatain hai,Neutral
ab tum bhi ke sth mil jao buzurgon ki koi izat nahi idhr,Neutral
nai nai ap khelo jazakallah,Neutral
speech maffiya,Neutral
aga hi bari muskil sa nasha sa gan choti hai,Neutral
dekhlo kitna neak aur shareef hn,Neutral
,Neutral
beta parh lo apk paper aa rahi ha,Neutral
parha nai jata,Neutral
code jitni marzi kara loo,Neutral
phr jao,Neutral
dekhlo phr rona nahi ku mji nahi aata,Neutral
let tri assembl,Neutral
neeend nai aa rahi abhi,Neutral
yar ap hamara mentor ho,Neutral
,Neutral
assembl,Neutral
nahi bro,Neutral
yar waqai parhana para ga abroad bhi jana ha parha lazmi hai,Neutral
ye shahash bro,Neutral
bhai roof par kia kar rhe,Neutral
mosam enjoy,Positive
mosam esa hy dil garden garden ho rheya,Neutral
yar liter ak video dekhi north paistan ki almost hr ki thi qasam sa pakistan hamara lye jannat hai,Neutral
,Neutral
acha g mashallah,Neutral
allah na bhi kaha hai ka zameen par chalo phiro allah sa dua hai ka allah meri ye khwahish puri kare ammen,Neutral
ameen,Neutral
allah ap ko seht dy asfar bhai,Neutral
jazakallah naeem bhai allah ap ko ro sub group member ko khush rakha,Neutral
ameen,Neutral
pani para hua hai abi moteway par masag machin par masag karwa kar aya hoon,Neutral
alri,Neutral
hen,Neutral
giii ab alhamdullilah ab theek ho dua ki darkhwast hai,Neutral
mene ooper wali msg perh liy hen,Neutral
bhi yehi soch ri thi ye akhir chal kia ra ha,Neutral
alhamdullilah ab theek ho bara bhi ki dua chahy,Neutral
kindli dua dein dain,Positive
ye kia ho raha hai,Neutral
shugal mela messag edit,Neutral
wah,Neutral
continu,Neutral
allah ap ko har imtihan maidan mai kamyab kri yunhi tarakki krti jay dunya ghoomi phiri sir ammar zeeshan hassan usmani sab ki trha,Neutral
main phir read hi karo ga,Positive
zaida bhi shugal mela na kri pleas,Neutral
agre,Neutral
main samjha group main milad ho raha hai,Positive
ameen ammen allah ap ka naseeb acha karain ba yehi chahy tha thank naeem bhai love,Positive
bhai takreer achi karti hain,Neutral
ap naat suna dein,Neutral
maza aa jai ga,Neutral
pheli baqio ki sun lain,Neutral
langer ka intzam,Neutral
sister tension na lein,Neutral
gg kun nai,Neutral
u r rit,Neutral
mujhi jazcash kr,Neutral
bhai,Neutral
kia ho gia hai,Neutral
main chota hoo kisi na eidi ka pocha bhi nai,Positive
yaha py jobhold kon kon,Neutral
yr aj sakon kr lo,Neutral
ye titl hameri naseeb main abhi nahi aya,Positive
g bhai hukm kri kiya eidi mai chahiy,Neutral
mazaq hai,Neutral
eidi ka mera jazcash number par loop chala dein,Neutral
yr eid ati h enjoy kro ap log din koi jung ftah ni kr lni,Positive
thik phir ye na kehna mera account khali q ho giya,Neutral
bhai wesa hi kar raha tha kuch nai ba abhi chala gana hai,Neutral
bhai loop idhr chalna hai udhr nai,Neutral
ok bhai love ap mosam enjoy karon,Positive
chlo koi function bnata hon phir eid se free ho k,Positive
ok g fiamanillah,Positive
good night acha laga ap sa bat kar ka kafi maza aya bybi,Positive
messag delet,Neutral
messag delet,Neutral
congratul,Neutral
congratul,Neutral
congratul brother,Neutral
,Neutral
asalam alikum,Neutral
open link scroll apko sara cours content pta chal jay ga,Neutral
ok thank,Positive
congratul,Neutral
clinisi campu hire appli,Neutral
jin jin ko khubsorati k sath gherylo larhki bhi chahi parhi likhi bhi un k liy ye best ha,Positive
think religion haram like know ai sort thing,Neutral
ye sy saal mein dekhna cheezein badla start hunii,Neutral
yaha wo log rahe gy jo sahi iman par pukhtaa ha,Neutral
han bad mai phir siri ki trha error aa jay phir shohar ko ho utha utha k patki,Negative
point view,Neutral
name confirm nhi siri tha ya sha koi,Neutral
